ID Nummer,Vorname,Nachname,Schichtverfügbarkeit,Qualifikationen,Überstunden,Schichtpräferenz,Einstellungsdatum,Entlassungsdatum,Gemischtwarenladen
ID13607,Scarlett,Weaver,Nachmittagsschicht,Aushilfe,JA,JA,25/11/2018,12/01/2020,5
ID85215,Zane,Hobbs,Nachmittagsschicht,Aushilfe,JA,JA,26/11/2018,10/12/2019,7
ID85864,Margie,Pace,Nachmittagsschicht,Verkäufer,NEIN,JA,28/11/2018,17/03/2020,1
ID46210,Marnie,Glass,Morgenschicht,Reinigungskraft,JA,JA,30/11/2018,25/05/2019,2
ID35834,Henrietta,Joseph,Nachmittagsschicht,Verkäufer,JA,NEIN,30/11/2018,10/04/2019,5
ID73447,Margie,Parsons,Morgenschicht,Aushilfe,NEIN,JA,30/11/2018,15/11/2019,2
ID71283,Clementine,Collins,Nachmittagsschicht,Verkäufer,NEIN,JA,01/12/2018,14/03/2019,7
ID80602,Hari,Hensley,Morgenschicht,Reinigungskraft,JA,NEIN,02/12/2018,08/01/2019,6
ID73378,Randy,Kirby,Morgenschicht,Aushilfe,NEIN,JA,03/12/2018,20/08/2019,7
ID37687,Molly,Robbins,Morgenschicht,Verkäufer,NEIN,JA,06/12/2018,31/10/2019,3
ID53166,Gerald,Frank,Morgenschicht,Reinigungskraft,NEIN,NEIN,11/12/2018,08/02/2019,6
ID82181,Miriam,Greer,Nachmittagsschicht,Verkäufer,NEIN,NEIN,13/12/2018,17/05/2019,2
ID30279,Eve,Mata,Nachmittagsschicht,Aushilfe,JA,JA,16/12/2018,09/08/2019,2
ID44476,Fergus,Hill,Morgenschicht,Verkäufer,NEIN,JA,18/12/2018,07/06/2020,6
ID54705,Jackson,Harrington,Nachmittagsschicht,Reinigungskraft,NEIN,JA,20/12/2018,18/07/2019,1
ID50184,Leila,Hurst,Morgenschicht,Aushilfe,NEIN,NEIN,26/12/2018,19/02/2019,5
ID2226,Celeste,Contreras,Nachmittagsschicht,Verkäufer,NEIN,NEIN,29/12/2018,14/02/2019,2
ID16229,Aleeza,Chaney,Morgenschicht,Verkäufer,NEIN,JA,29/12/2018,01/04/2020,1
ID90644,Simeon,Alvarez,Morgenschicht,Verkäufer,JA,JA,29/12/2018,21/03/2019,4
ID77827,Ismaeel,Lucero,Morgenschicht,Verkäufer,JA,JA,31/12/2018,26/07/2019,4
ID73151,John,Coffey,Nachmittagsschicht,Aushilfe,NEIN,NEIN,03/01/2019,29/03/2019,6
ID76864,Ashley,Osborne,Nachmittagsschicht,Reinigungskraft,NEIN,JA,03/01/2019,02/06/2019,1
ID61391,Kaden,Stanton,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,04/01/2019,07/03/2019,6
ID54286,Wojciech,Hubbard,Morgenschicht,Aushilfe,NEIN,JA,06/01/2019,25/05/2019,8
ID65531,Josiah,Marsh,Morgenschicht,Aushilfe,JA,JA,06/01/2019,24/04/2019,7
ID95182,Gina,Landry,Morgenschicht,Reinigungskraft,NEIN,JA,08/01/2019,25/07/2019,8
ID26495,Lilly,Day,Morgenschicht,Verkäufer,NEIN,JA,10/01/2019,21/10/2019,3
ID64280,Gladys,Hernandez,Nachmittagsschicht,Verkäufer,JA,NEIN,13/01/2019,10/10/2019,3
ID43214,Jeremiah,Montgomery,Nachmittagsschicht,Verkäufer,NEIN,JA,15/01/2019,30/06/2020,7
ID19287,Crystal,Ward,Morgenschicht,Aushilfe,NEIN,NEIN,18/01/2019,11/06/2019,8
ID58775,Jake,Simmons,Nachmittagsschicht,Reinigungskraft,JA,NEIN,19/01/2019,25/03/2019,5
ID88746,Iona,Mullen,Morgenschicht,Verkäufer,JA,NEIN,19/01/2019,21/05/2019,7
ID67483,Maksymilian,Bonilla,Morgenschicht,Verkäufer,NEIN,JA,23/01/2019,12/01/2020,6
ID59740,Ehsan,Hall,Morgenschicht,Reinigungskraft,NEIN,NEIN,24/01/2019,27/03/2019,3
ID42432,Abigail,Donnelly,Nachmittagsschicht,Reinigungskraft,NEIN,JA,26/01/2019,22/10/2019,7
ID16032,Maryam,Holden,Morgenschicht,Reinigungskraft,JA,JA,29/01/2019,08/07/2019,3
ID48098,Cameron,Ramos,Morgenschicht,Aushilfe,JA,JA,30/01/2019,31/12/2019,5
ID57703,Lennon,O'Quinn,Nachmittagsschicht,Verkäufer,JA,JA,30/01/2019,07/07/2019,1
ID63304,Jamal,Lindsey,Nachmittagsschicht,Aushilfe,NEIN,NEIN,30/01/2019,14/04/2019,8
ID62486,Kathryn,Garrison,Morgenschicht,Reinigungskraft,JA,NEIN,04/02/2019,10/04/2019,6
ID29916,Edna,Moran,Nachmittagsschicht,Aushilfe,NEIN,NEIN,05/02/2019,10/05/2019,5
ID73735,Jerry,Alvarado,Morgenschicht,Aushilfe,NEIN,JA,09/02/2019,01/11/2019,2
ID79937,Tony,Nunez,Morgenschicht,Reinigungskraft,NEIN,NEIN,10/02/2019,29/06/2019,6
ID15027,Aminah,Vance,Nachmittagsschicht,Aushilfe,NEIN,JA,16/02/2019,05/12/2019,7
ID17016,Chantelle,Baker,Nachmittagsschicht,Aushilfe,JA,JA,26/02/2019,27/07/2020,2
ID90302,Zack,Gates,Morgenschicht,Reinigungskraft,NEIN,JA,03/03/2019,14/07/2019,6
ID12215,Alia,Lozano,Morgenschicht,Aushilfe,JA,JA,16/03/2019,18/05/2020,6
ID53913,Hiba,Cochran,Morgenschicht,Aushilfe,JA,JA,17/03/2019,12/07/2020,8
ID84094,Stevie,Reid,Morgenschicht,Verkäufer,NEIN,JA,19/03/2019,14/07/2019,2
ID50499,Oakley,Poole,Morgenschicht,Verkäufer,JA,JA,21/03/2019,11/08/2020,5
ID47114,Alina,Guzman,Morgenschicht,Reinigungskraft,NEIN,JA,21/03/2019,14/08/2019,7
ID77327,Zahraa,Barron,Nachmittagsschicht,Reinigungskraft,NEIN,JA,25/03/2019,23/09/2019,4
ID64233,Charley,Schwartz,Morgenschicht,Aushilfe,NEIN,NEIN,26/03/2019,25/05/2019,7
ID50664,Larry,Beasley,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,26/03/2019,27/05/2019,8
ID77201,Xanthe,Mayo,Nachmittagsschicht,Verkäufer,NEIN,JA,28/03/2019,23/07/2019,5
ID64846,Justin,Duncan,Morgenschicht,Aushilfe,NEIN,JA,03/04/2019,25/05/2020,1
ID56711,Yousef,Smith,Morgenschicht,Reinigungskraft,NEIN,JA,06/04/2019,21/08/2019,1
ID56016,Jordan,Ward,Nachmittagsschicht,Aushilfe,JA,NEIN,07/04/2019,16/08/2019,1
ID26885,Roberta,Mccarthy,Morgenschicht,Verkäufer,NEIN,JA,07/04/2019,05/12/2019,2
ID81900,Kaya,Levy,Nachmittagsschicht,Verkäufer,NEIN,JA,08/04/2019,31/08/2019,8
ID92791,Evan,Yoder,Nachmittagsschicht,Aushilfe,NEIN,JA,13/04/2019,12/09/2019,1
ID16627,Remi,Glass,Nachmittagsschicht,Aushilfe,JA,JA,17/04/2019,08/01/2020,8
ID16327,Aleeza,Harrison,Nachmittagsschicht,Reinigungskraft,NEIN,JA,17/04/2019,29/10/2019,5
ID82415,Isobel,Haas,Morgenschicht,Verkäufer,NEIN,NEIN,19/04/2019,09/12/2019,3
ID28456,Harrison,Owens,Morgenschicht,Verkäufer,NEIN,JA,20/04/2019,02/02/2020,4
ID87479,Caspar,Ibarra,Morgenschicht,Aushilfe,JA,JA,21/04/2019,14/06/2020,4
ID66479,Luke,Key,Nachmittagsschicht,Reinigungskraft,NEIN,JA,23/04/2019,18/07/2019,1
ID16849,Roger,Nunez,Morgenschicht,Reinigungskraft,NEIN,JA,28/04/2019,13/09/2019,6
ID47171,Effie,Holden,Nachmittagsschicht,Verkäufer,NEIN,NEIN,28/04/2019,30/06/2019,6
ID77282,Faizan,Whitehead,Nachmittagsschicht,Reinigungskraft,NEIN,JA,03/05/2019,03/07/2019,4
ID48400,Kiara,Carroll,Nachmittagsschicht,Reinigungskraft,JA,JA,05/05/2019,28/11/2019,1
ID43932,Ines,Sanders,Morgenschicht,Reinigungskraft,JA,JA,06/05/2019,01/11/2019,2
ID80098,Kiran,Rosales,Morgenschicht,Verkäufer,NEIN,JA,06/05/2019,10/04/2020,3
ID56695,Zackary,Roberson,Nachmittagsschicht,Verkäufer,NEIN,NEIN,09/05/2019,08/09/2019,4
ID21524,Kayleigh,Ross,Morgenschicht,Verkäufer,JA,JA,14/05/2019,16/12/2020,8
ID10549,Alessia,Singh,Morgenschicht,Aushilfe,NEIN,JA,19/05/2019,17/11/2019,2
ID88943,Micheal,Barnes,Nachmittagsschicht,Verkäufer,NEIN,JA,19/05/2019,06/05/2020,4
ID47829,Luisa,O'Doherty,Morgenschicht,Reinigungskraft,JA,JA,21/05/2019,29/12/2019,7
ID51521,Moshe,Kaufman,Morgenschicht,Verkäufer,NEIN,JA,22/05/2019,17/08/2019,4
ID25762,Shannon,Hardy,Nachmittagsschicht,Aushilfe,NEIN,NEIN,25/05/2019,23/07/2019,1
ID83618,Maxim,Cobb,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,28/05/2019,25/06/2019,5
ID32805,Zachariah,Lawrence,Nachmittagsschicht,Aushilfe,NEIN,JA,30/05/2019,11/10/2019,7
ID30907,Madeline,Griffith,Morgenschicht,Aushilfe,NEIN,JA,31/05/2019,19/04/2020,8
ID59242,Saffron,Sawyer,Nachmittagsschicht,Reinigungskraft,NEIN,JA,05/06/2019,05/11/2019,7
ID71426,Zaara,Saunders,Morgenschicht,Verkäufer,NEIN,NEIN,06/06/2019,30/11/2019,7
ID69755,Edwin,Welsh,Morgenschicht,Aushilfe,NEIN,JA,08/06/2019,25/02/2020,4
ID28754,Tilly,Eaton,Morgenschicht,Verkäufer,NEIN,JA,19/06/2019,18/10/2020,3
ID66541,Haseeb,Deleon,Nachmittagsschicht,Reinigungskraft,NEIN,JA,22/06/2019,07/12/2019,8
ID67512,Heather,Blanchard,Morgenschicht,Aushilfe,JA,JA,23/06/2019,23/10/2020,5
ID73555,Elizabeth,Glass,Nachmittagsschicht,Reinigungskraft,NEIN,JA,24/06/2019,13/11/2019,3
ID43212,Isobelle,Moody,Morgenschicht,Verkäufer,NEIN,JA,24/06/2019,31/01/2020,2
ID43856,Harley,Collier,Nachmittagsschicht,Verkäufer,JA,JA,27/06/2019,22/03/2020,3
ID1049,Michelle,Myers,Nachmittagsschicht,Verkäufer,NEIN,NEIN,28/06/2019,05/10/2019,6
ID59273,Ray,Conley,Morgenschicht,Reinigungskraft,NEIN,JA,01/07/2019,27/11/2019,5
ID13722,Jasmin,Farmer,Morgenschicht,Aushilfe,NEIN,JA,02/07/2019,28/05/2020,6
ID61571,Monica,Mcdaniel,Nachmittagsschicht,Aushilfe,JA,JA,02/07/2019,14/12/2019,5
ID34881,Serena,Harper,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,02/07/2019,07/10/2019,8
ID84107,Harold,Bright,Morgenschicht,Verkäufer,NEIN,NEIN,06/07/2019,07/12/2019,4
ID43966,Arabella,Jenkins,Morgenschicht,Verkäufer,JA,NEIN,07/07/2019,25/01/2020,8
ID20472,Juliette,Kaufman,Nachmittagsschicht,Verkäufer,NEIN,NEIN,12/07/2019,11/10/2019,8
ID51818,Safwan,Gross,Morgenschicht,Reinigungskraft,NEIN,NEIN,18/07/2019,09/08/2019,4
ID45334,Matilda,Beard,Nachmittagsschicht,Aushilfe,JA,JA,21/07/2019,21/09/2020,4
ID83674,Yunus,Velazquez,Morgenschicht,Reinigungskraft,NEIN,NEIN,21/07/2019,10/09/2019,6
ID23095,Gladys,Orr,Morgenschicht,Verkäufer,JA,JA,24/07/2019,19/02/2020,3
ID19693,Chloe,Lynch,Nachmittagsschicht,Aushilfe,NEIN,JA,24/07/2019,07/03/2020,8
ID17992,Elissa,Gould,Nachmittagsschicht,Reinigungskraft,JA,JA,25/07/2019,04/10/2019,7
ID41447,Keisha,Craig,Nachmittagsschicht,Aushilfe,NEIN,JA,27/07/2019,26/10/2020,2
ID74203,Julius,Livingston,Morgenschicht,Verkäufer,NEIN,JA,29/07/2019,29/07/2020,1
ID68887,Zaid,Clarke,Nachmittagsschicht,Verkäufer,NEIN,NEIN,29/07/2019,21/09/2019,8
ID10407,Ava,Griffith,Morgenschicht,Verkäufer,NEIN,NEIN,31/07/2019,18/04/2020,4
ID90298,Ismail,Weeks,Morgenschicht,Aushilfe,JA,NEIN,02/08/2019,12/11/2019,6
ID19013,Joanne,Lynn,Nachmittagsschicht,Reinigungskraft,NEIN,JA,03/08/2019,19/02/2020,2
ID53106,Alma,Calhoun,Nachmittagsschicht,Verkäufer,JA,JA,04/08/2019,21/07/2020,3
ID88431,Kenneth,Harris,Morgenschicht,Verkäufer,NEIN,JA,09/08/2019,23/01/2020,3
ID80234,Ali,Walker,Morgenschicht,Aushilfe,NEIN,JA,10/08/2019,20/02/2020,8
ID80490,Lukas,Little,Nachmittagsschicht,Aushilfe,NEIN,JA,13/08/2019,23/07/2020,3
ID36556,Dawid,Mcclure,Nachmittagsschicht,Verkäufer,NEIN,JA,18/08/2019,27/05/2020,1
ID95271,Doris,Melton,Morgenschicht,Verkäufer,JA,NEIN,26/08/2019,20/11/2019,5
ID69802,Felix,Schneider,Nachmittagsschicht,Verkäufer,NEIN,NEIN,26/08/2019,19/12/2019,8
ID14829,Janet,Neal,Morgenschicht,Verkäufer,NEIN,JA,29/08/2019,01/07/2020,1
ID12742,Barnaby,Cannon,Morgenschicht,Aushilfe,NEIN,NEIN,02/09/2019,02/11/2019,1
ID28165,Delores,Rocha,Morgenschicht,Reinigungskraft,JA,JA,03/09/2019,02/03/2020,4
ID71472,Anisa,Alvarado,Morgenschicht,Aushilfe,NEIN,JA,05/09/2019,28/03/2020,4
ID82976,Phoebe,Barr,Nachmittagsschicht,Verkäufer,NEIN,NEIN,07/09/2019,06/01/2020,7
ID85015,Isobella,Galvan,Morgenschicht,Reinigungskraft,NEIN,NEIN,08/09/2019,13/11/2019,1
ID93543,Oisin,Cole,Nachmittagsschicht,Aushilfe,NEIN,NEIN,13/09/2019,10/11/2019,3
ID94897,Laurence,Suarez,Nachmittagsschicht,Reinigungskraft,NEIN,JA,14/09/2019,30/03/2020,8
ID22045,Louise,Rasmussen,Nachmittagsschicht,Verkäufer,JA,JA,14/09/2019,24/12/2020,6
ID53457,Finnian,Williams,Morgenschicht,Aushilfe,NEIN,NEIN,15/09/2019,28/11/2019,5
ID71295,Lyla,Moss,Nachmittagsschicht,Aushilfe,NEIN,JA,15/09/2019,09/09/2020,6
ID74556,Abraham,Shah,Morgenschicht,Reinigungskraft,NEIN,JA,21/09/2019,12/03/2020,3
ID52549,Leona,Frank,Morgenschicht,Verkäufer,NEIN,JA,22/09/2019,05/04/2020,3
ID65659,Shannon,Melendez,Morgenschicht,Aushilfe,JA,JA,25/09/2019,04/02/2020,6
ID75142,Clayton,Evans,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,25/09/2019,25/10/2019,1
ID11116,Josiah,Huff,Morgenschicht,Reinigungskraft,NEIN,JA,30/09/2019,13/01/2020,1
ID92513,Teresa,Berger,Morgenschicht,Aushilfe,JA,JA,02/10/2019,25/04/2020,7
ID55690,Bonnie,Cohen,Morgenschicht,Reinigungskraft,NEIN,JA,08/10/2019,06/02/2020,1
ID84029,Brenda,Wilkerson,Morgenschicht,Aushilfe,NEIN,JA,10/10/2019,20/08/2020,1
ID23788,Nate,Dean,Morgenschicht,Aushilfe,NEIN,JA,10/10/2019,23/03/2020,3
ID72186,Jasmine,Dominguez,Morgenschicht,Reinigungskraft,JA,JA,13/10/2019,08/01/2020,4
ID58553,Seren,Mata,Nachmittagsschicht,Verkäufer,JA,JA,14/10/2019,24/08/2020,6
ID84148,Leighton,Becker,Morgenschicht,Reinigungskraft,NEIN,JA,15/10/2019,30/07/2020,7
ID11581,Maxim,Anderson,Nachmittagsschicht,Aushilfe,JA,JA,16/10/2019,02/10/2020,4
ID92648,Michelle,Crosby,Morgenschicht,Reinigungskraft,NEIN,NEIN,18/10/2019,10/11/2019,3
ID18862,Maddison,York,Morgenschicht,Reinigungskraft,NEIN,JA,21/10/2019,13/01/2020,7
ID38355,Abdulrahman,Cochran,Morgenschicht,Aushilfe,NEIN,JA,22/10/2019,16/04/2020,6
ID44986,Rahul,Todd,Nachmittagsschicht,Aushilfe,JA,JA,23/10/2019,18/04/2020,5
ID20593,Nancy,Mcdonald,Morgenschicht,Reinigungskraft,JA,NEIN,27/10/2019,08/01/2020,6
ID41001,Kathleen,Ford,Morgenschicht,Reinigungskraft,JA,JA,27/10/2019,03/02/2020,6
ID70415,Clyde,Hensley,Morgenschicht,Aushilfe,JA,JA,31/10/2019,29/10/2020,7
ID77249,Ronnie,Burke,Morgenschicht,Aushilfe,NEIN,JA,05/11/2019,07/08/2020,4
ID80117,Abigail,Luna,Nachmittagsschicht,Aushilfe,NEIN,JA,05/11/2019,13/04/2020,7
ID34842,Joel,Morse,Nachmittagsschicht,Aushilfe,JA,NEIN,06/11/2019,01/03/2020,4
ID41915,Zayd,Griffin,Nachmittagsschicht,Verkäufer,NEIN,JA,07/11/2019,21/09/2020,4
ID88805,Rosanna,Berry,Nachmittagsschicht,Verkäufer,JA,NEIN,07/11/2019,13/01/2020,6
ID15627,Mackenzie,Little,Nachmittagsschicht,Reinigungskraft,NEIN,JA,08/11/2019,15/02/2020,4
ID43585,Maximillian,Sanford,Morgenschicht,Reinigungskraft,NEIN,JA,11/11/2019,20/04/2020,1
ID54476,Sonia,Middleton,Nachmittagsschicht,Verkäufer,NEIN,NEIN,11/11/2019,24/04/2020,3
ID50044,Elin,Khan,Morgenschicht,Verkäufer,NEIN,JA,12/11/2019,18/02/2021,1
ID65326,Alasdair,Coffey,Nachmittagsschicht,Verkäufer,JA,JA,13/11/2019,03/02/2021,1
ID68564,Tianna,Wyatt,Nachmittagsschicht,Verkäufer,JA,NEIN,15/11/2019,23/01/2020,1
ID82965,Norma,Gregory,Nachmittagsschicht,Aushilfe,NEIN,JA,16/11/2019,07/04/2020,3
ID81633,Sadia,Tanner,Nachmittagsschicht,Aushilfe,JA,JA,18/11/2019,12/03/2020,2
ID55614,Andy,Walsh,Morgenschicht,Verkäufer,NEIN,JA,18/11/2019,22/08/2020,7
ID86066,Jude,Bowers,Nachmittagsschicht,Verkäufer,NEIN,JA,21/11/2019,25/02/2020,3
ID94922,Yasin,Gomez,Morgenschicht,Aushilfe,NEIN,JA,24/11/2019,28/03/2020,2
ID73540,Haydn,Finley,Nachmittagsschicht,Verkäufer,NEIN,JA,27/11/2019,22/02/2021,7
ID13465,Zainab,Rush,Morgenschicht,Verkäufer,NEIN,JA,27/11/2019,07/04/2020,2
ID99201,Amelia,Tyler,Morgenschicht,Reinigungskraft,NEIN,JA,28/11/2019,26/04/2020,6
ID25878,Emilie,Cook,Morgenschicht,Reinigungskraft,NEIN,NEIN,01/12/2019,16/02/2020,2
ID78788,Mitchell,Frederick,Nachmittagsschicht,Reinigungskraft,JA,JA,05/12/2019,05/08/2020,7
ID39968,Saad,Kerr,Nachmittagsschicht,Verkäufer,JA,NEIN,07/12/2019,28/05/2020,5
ID86203,Annika,Gill,Morgenschicht,Verkäufer,NEIN,JA,09/12/2019,20/07/2020,2
ID34695,Marie,Deleon,Morgenschicht,Verkäufer,NEIN,JA,10/12/2019,05/07/2020,1
ID91306,Asia,Hunter,Morgenschicht,Verkäufer,NEIN,JA,12/12/2019,14/02/2021,2
ID40498,Kayla,Holman,Morgenschicht,Verkäufer,NEIN,JA,15/12/2019,21/07/2020,7
ID69690,Conor,Savage,Nachmittagsschicht,Verkäufer,NEIN,NEIN,17/12/2019,06/04/2020,1
ID48001,Liliana,Juarez,Nachmittagsschicht,Verkäufer,NEIN,JA,18/12/2019,09/10/2020,8
ID30183,Ana,Douglas,Morgenschicht,Aushilfe,NEIN,NEIN,20/12/2019,10/04/2020,5
ID10591,Junaid,Stein,Nachmittagsschicht,Aushilfe,NEIN,NEIN,22/12/2019,31/03/2020,3
ID33735,Polly,Hudson,Morgenschicht,Aushilfe,NEIN,JA,23/12/2019,11/06/2020,5
ID97745,Sabrina,Coleman,Nachmittagsschicht,Aushilfe,JA,JA,27/12/2019,08/06/2021,1
ID45844,Reid,Horton,Nachmittagsschicht,Verkäufer,NEIN,JA,28/12/2019,08/11/2020,3
ID45888,Emma,Booth,Nachmittagsschicht,Aushilfe,JA,JA,28/12/2019,07/09/2020,1
ID32453,Maisha,Boone,Morgenschicht,Verkäufer,NEIN,JA,31/12/2019,29/10/2020,6
ID72670,Jordan,Mckinney,Morgenschicht,Reinigungskraft,NEIN,NEIN,01/01/2020,06/04/2020,6
ID38461,Gene,Day,Nachmittagsschicht,Verkäufer,NEIN,JA,02/01/2020,27/06/2020,1
ID35300,Dominik,Sanders,Nachmittagsschicht,Reinigungskraft,JA,JA,05/01/2020,30/05/2020,3
ID41106,Xander,Johnston,Nachmittagsschicht,Verkäufer,JA,NEIN,06/01/2020,06/05/2020,7
ID54561,Ted,Pena,Nachmittagsschicht,Aushilfe,NEIN,JA,06/01/2020,24/06/2020,8
ID20947,Ridwan,Orr,Morgenschicht,Aushilfe,JA,NEIN,08/01/2020,12/03/2020,3
ID34891,Abel,Potts,Nachmittagsschicht,Reinigungskraft,JA,NEIN,12/01/2020,12/03/2020,8
ID70823,Antony,Stevens,Morgenschicht,Aushilfe,NEIN,JA,12/01/2020,19/10/2020,3
ID55873,Daniel,West,Morgenschicht,Verkäufer,NEIN,JA,15/01/2020,25/09/2020,8
ID52224,Rahul,Moyer,Nachmittagsschicht,Aushilfe,NEIN,NEIN,16/01/2020,23/01/2020,8
ID91378,Susie,French,Nachmittagsschicht,Reinigungskraft,NEIN,JA,20/01/2020,18/08/2020,2
ID54412,Jesse,Pitts,Morgenschicht,Aushilfe,JA,JA,20/01/2020,13/11/2021,1
ID29386,Freya,Hawkins,Nachmittagsschicht,Reinigungskraft,JA,NEIN,21/01/2020,04/03/2020,7
ID61947,Charley,Gates,Nachmittagsschicht,Aushilfe,JA,JA,23/01/2020,13/05/2021,6
ID94305,Michael,Tanner,Morgenschicht,Reinigungskraft,JA,JA,30/01/2020,05/06/2020,8
ID70883,Jasper,Mcintyre,Morgenschicht,Aushilfe,NEIN,JA,31/01/2020,07/03/2021,1
ID24312,Zaynab,Baldwin,Morgenschicht,Verkäufer,NEIN,NEIN,01/02/2020,16/03/2020,8
ID69843,Antonio,Powers,Nachmittagsschicht,Reinigungskraft,JA,JA,01/02/2020,01/07/2020,4
ID15355,Miah,Dyer,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,08/02/2020,04/03/2020,4
ID50426,Dillon,Hughes,Nachmittagsschicht,Reinigungskraft,JA,JA,09/02/2020,04/05/2020,4
ID37954,Nathanael,Ware,Morgenschicht,Verkäufer,NEIN,NEIN,10/02/2020,07/07/2020,5
ID49752,Huda,Andersen,Morgenschicht,Verkäufer,JA,JA,14/02/2020,16/02/2021,8
ID77529,Niamh,Carver,Nachmittagsschicht,Verkäufer,NEIN,JA,14/02/2020,03/06/2020,8
ID13673,Lincoln,Webster,Morgenschicht,Verkäufer,NEIN,JA,18/02/2020,04/12/2020,7
ID5958,Ophelia,Caldwell,Nachmittagsschicht,Aushilfe,JA,JA,19/02/2020,23/12/2020,4
ID47813,Lauren,Saunders,Nachmittagsschicht,Verkäufer,JA,JA,21/02/2020,25/02/2021,5
ID57170,Yaseen,Vincent,Nachmittagsschicht,Reinigungskraft,NEIN,JA,24/02/2020,30/07/2020,7
ID54095,Charlotte,Mitchell,Morgenschicht,Verkäufer,NEIN,NEIN,27/02/2020,05/06/2020,8
ID31727,Moses,Garrett,Morgenschicht,Reinigungskraft,NEIN,JA,28/02/2020,17/05/2020,8
ID25883,Zachariah,Ford,Nachmittagsschicht,Reinigungskraft,NEIN,NEIN,28/02/2020,22/04/2020,4
ID35360,Grayson,Norris,Nachmittagsschicht,Verkäufer,JA,JA,01/03/2020,28/11/2020,3
ID69641,Shauna,Jones,Morgenschicht,Verkäufer,NEIN,JA,01/03/2020,01/06/2020,3
ID86993,Esha,Martinez,Nachmittagsschicht,Reinigungskraft,JA,JA,05/03/2020,19/02/2021,3
ID58630,Riya,Buck,Nachmittagsschicht,Aushilfe,NEIN,JA,05/03/2020,31/01/2021,2
ID65558,Angus,Flynn,Nachmittagsschicht,Verkäufer,NEIN,JA,05/03/2020,08/07/2020,4
ID88241,Harvey,Fox,Morgenschicht,Verkäufer,NEIN,JA,05/03/2020,17/04/2021,4
ID80084,Demi,Berry,Nachmittagsschicht,Verkäufer,JA,JA,07/03/2020,12/01/2021,2
ID71464,Gabriel,Pearce,Morgenschicht,Verkäufer,NEIN,NEIN,08/03/2020,05/07/2020,7
ID34314,Jon,Mcintosh,Nachmittagsschicht,Reinigungskraft,NEIN,JA,09/03/2020,16/10/2020,1
ID46772,Faith,Cooke,Nachmittagsschicht,Reinigungskraft,JA,JA,09/03/2020,09/05/2020,5
ID27629,Kayne,Oconnor,Nachmittagsschicht,Verkäufer,NEIN,JA,09/03/2020,11/08/2020,8
ID46501,Rhys,Nash,Morgenschicht,Verkäufer,NEIN,JA,09/03/2020,15/04/2021,5
ID78628,Virgil,Anderson,Morgenschicht,Verkäufer,NEIN,JA,13/03/2020,13/11/2020,6
ID17422,Aimee,Owens,Nachmittagsschicht,Aushilfe,NEIN,JA,14/03/2020,18/06/2021,6
ID83030,Ashton,Todd,Nachmittagsschicht,Verkäufer,NEIN,NEIN,17/03/2020,12/05/2020,7
ID57717,Dewey,Oconnor,Nachmittagsschicht,Verkäufer,JA,JA,19/03/2020,14/02/2021,2
ID57602,Skyla,Cotton,Nachmittagsschicht,Aushilfe,JA,JA,22/03/2020,13/03/2021,8
ID63618,Ellen,Warren,Morgenschicht,Aushilfe,NEIN,JA,25/03/2020,22/12/2020,6
ID34360,Randy,Robinson,Nachmittagsschicht,Verkäufer,NEIN,NEIN,25/03/2020,20/07/2020,5
ID65645,Ethel,Trujillo,Nachmittagsschicht,Aushilfe,NEIN,NEIN,31/03/2020,14/10/2020,8
ID88195,Khalil,O'Gallagher,Morgenschicht,Verkäufer,JA,NEIN,01/04/2020,21/07/2020,6
ID55821,Raphael,Flynn,Nachmittagsschicht,Verkäufer,JA,JA,01/04/2020,30/10/2020,2
ID18001,Rohan,Howard,Morgenschicht,Aushilfe,NEIN,JA,02/04/2020,13/09/2020,3
ID90218,Annalise,Morrison,Nachmittagsschicht,Reinigungskraft,NEIN,JA,03/04/2020,26/08/2020,3
ID20557,Colin,Carpenter,Nachmittagsschicht,Reinigungskraft,NEIN,JA,10/04/2020,02/07/2020,8
ID85739,Chelsey,Castaneda,Nachmittagsschicht,Verkäufer,NEIN,JA,12/04/2020,04/11/2020,1
ID3753,Paige,Reid,Morgenschicht,Aushilfe,NEIN,JA,12/04/2020,02/12/2020,3
ID15753,Adelaide,Faulkner,Morgenschicht,Verkäufer,NEIN,JA,13/04/2020,16/01/2022,5
ID86439,Anisa,Moody,Morgenschicht,Verkäufer,NEIN,NEIN,14/04/2020,21/06/2020,6
ID21727,Rihanna,Moran,Nachmittagsschicht,Verkäufer,JA,NEIN,16/04/2020,30/07/2020,1
ID10981,Ibraheem,Hamilton,Morgenschicht,Verkäufer,NEIN,NEIN,17/04/2020,30/06/2020,3
ID69445,Azaan,Wilkinson,Morgenschicht,Verkäufer,NEIN,NEIN,19/04/2020,06/07/2020,7
ID33627,Freyja,Combs,Morgenschicht,Reinigungskraft,NEIN,NEIN,21/04/2020,29/05/2020,7
ID29288,Demi,Franco,Morgenschicht,Aushilfe,JA,JA,24/04/2020,03/07/2021,6
ID98726,Darcy,Barr,Morgenschicht,Reinigungskraft,JA,JA,28/04/2020,08/12/2020,2
